filecode,wave,variable_name,canonical_name,variable_label,harmonized_var_label,conflicts
096,3B,bbowmf,bowmf,bowel movement frequency,bowel movement frequency,
096,3B,bremdis,remdis,REM sleep behaviour disorder,REM sleep behaviour disorder,
096,3B,bpd01,pd01,PD01: difficulty getting up from a chair,PD01: difficulty getting up from a chair,
096,3B,bpd02,pd02,PD02: handwriting smaller,PD02: handwriting smaller,
096,3B,bpd03,pd03,PD03: someone noticed your voice softer,PD03: someone noticed your voice softer,
096,3B,bpd04,pd04,PD04: insecure while walking,PD04: insecure while walking,
096,3B,bpd05,pd05,PD05: feel feet sticking to floor,PD05: feel feet sticking to floor,
096,3B,bpd06,pd06,PD06: someone noticed your face less expression,PD06: someone noticed your face less expression,
096,3B,bpd07,pd07,PD07: trembling arms or legs,PD07: trembling arms or legs,
096,3B,bpd08,pd08,PD08: difficulty sealing buttons,PD08: difficulty sealing buttons,
096,3B,bpd09,pd09,PD09: small shuffling steps walking,PD09: small shuffling steps walking,
096,MB,bbowmf,bowmf,bowel movement frequency,bowel movement frequency,
096,MB,bremdis,remdis,REM sleep behaviour disorder,REM sleep behaviour disorder,
096,MB,bpd01,pd01,PD01: difficulty getting up from a chair,PD01: difficulty getting up from a chair,
096,MB,bpd02,pd02,PD02: handwriting smaller,PD02: handwriting smaller,
096,MB,bpd03,pd03,PD03: someone noticed your voice softer,PD03: someone noticed your voice softer,
096,MB,bpd04,pd04,PD04: insecure while walking,PD04: insecure while walking,
096,MB,bpd05,pd05,PD05: feel feet sticking to floor,PD05: feel feet sticking to floor,
096,MB,bpd06,pd06,PD06: someone noticed your face less expression,PD06: someone noticed your face less expression,
096,MB,bpd07,pd07,PD07: trembling arms or legs,PD07: trembling arms or legs,
096,MB,bpd08,pd08,PD08: difficulty sealing buttons,PD08: difficulty sealing buttons,
096,MB,bpd09,pd09,PD09: small shuffling steps walking,PD09: small shuffling steps walking,
