filecode,wave,canonical_name,variable_type,value_raw,value_numeric,value_label,is_missing,conflicts
z991,B,zpcod,string,not deceased (before 2018)(-5),-5,not deceased (before 2018),TRUE,
z991,B,zpcod,string,deceased abroad / no GBADATA(-4),-4,deceased abroad / no GBADATA,TRUE,
z991,B,zpcod,string,cause unknown / no matching (LASA/CBS)(-3),-3,cause unknown / no matching (LASA/CBS),TRUE,
z991,B,zpcod,string,no data CBS asked (no LASA data)(-2),-2,no data CBS asked (no LASA data),TRUE,
z991,B,zpcod,string,no informed consent for enquiry(-1),-1,no informed consent for enquiry,TRUE,
z991,B,zscod1,string,,,,,
z991,B,zscod2,string,,,,,
z991,B,zscod3,string,,,,,
z991,B,zecdmi,string,,,,,
z991,B,zecdl,string,,,,,
z991,B,zdedate_y,numeric,"no data, see DECEAS(-2)",-2,"no data, see DECEAS",TRUE,
z991,B,zdeceas17,binary,"no data, see GBADATA(-2)",-2,"no data, see GBADATA",TRUE,
z991,B,zdeceas17,binary,no(0),0,no,FALSE,
z991,B,zdeceas17,binary,yes(1),1,yes,FALSE,
z991,Z,zpcod,string,-5,-5,not deceased (before 2018),TRUE,
z991,Z,zpcod,string,-4,-4,deceased abroad / no gbadata,TRUE,
z991,Z,zpcod,string,-3,-3,cause unknown / no matching (LASA/CBS),TRUE,
z991,Z,zpcod,string,-2,-2,no data CBS asked (no LASA data),TRUE,
z991,Z,zpcod,string,-1,-1,no informed consent for enquiry,TRUE,
z991,Z,zscod1,string,,,,,
z991,Z,zscod2,string,,,,,
z991,Z,zscod3,string,,,,,
z991,Z,zecdmi,string,,,,,
z991,Z,zecdl,string,,,,,
z991,Z,zdedate_y,numeric,-2,-2,"no data, see deceas",TRUE,
z991,Z,zdeceas17,binary,-2,-2,"no data, see gbadata",TRUE,
z991,Z,zdeceas17,binary,0,0,no,FALSE,
z991,Z,zdeceas17,binary,1,1,yes,FALSE,
