filecode,wave,canonical_name,variable_type,value_raw,value_numeric,value_label,is_missing,conflicts
z990,B,deceas,binary,"no data, see GBADATA(-2)",-2,"no data, see GBADATA",TRUE,
z990,B,deceas,binary,no(0),0,no,FALSE,
z990,B,deceas,binary,yes(1),1,yes,FALSE,
z990,B,cdcertnr,binary,"no data, see DECEAS(-2)",-2,"no data, see DECEAS",TRUE,
z990,B,cdcertnr,binary,missing data(-1),-1,missing data,TRUE,
z990,B,cdcertnr,binary,no(0),0,no,FALSE,
z990,B,cdcertnr,binary,yes(1),1,yes,FALSE,
z990,B,cdplace,binary,"no data, see DECEAS(-2)",-2,"no data, see DECEAS",TRUE,
z990,B,cdplace,binary,missing data(-1),-1,missing data,TRUE,
z990,B,cdplace,binary,no(0),0,no,FALSE,
z990,B,cdplace,binary,yes(1),1,yes,FALSE,
z990,B,lasadata,binary,no(0),0,no,FALSE,
z990,B,lasadata,binary,yes(1),1,yes,FALSE,
z990,B,gbadata,categorical,no records found(-2),-2,no records found,TRUE,
z990,B,gbadata,categorical,"no records, moved abroad(-1)",-1,"no records, moved abroad",TRUE,
z990,B,gbadata,categorical,data available(1),1,data available,FALSE,
z990,B,de210815,binary,no GBA data(-2),-2,no GBA data,TRUE,
z990,B,de210815,binary,alive at 15-8-2021(0),0,alive at 15-8-2021,FALSE,
z990,B,de210815,binary,deceased at 15-8-2021(1),1,deceased at 15-8-2021,FALSE,
z990,B,followup,numeric,no GBA data(-2),-2,no GBA data,TRUE,
z990,B,followup,numeric,no participation lasa(-1),-1,no participation lasa,TRUE,
z990,B,de_date,date,,,,,
z990,B,dedate,date,"no data, see DECEAS(-2)",-2,"no data, see DECEAS",TRUE,
z990,B,dedate_d,numeric,"no data, see DECEAS(-2)",-2,"no data, see DECEAS",TRUE,
z990,B,dedate_m,numeric,"no data, see DECEAS(-2)",-2,"no data, see DECEAS",TRUE,
z990,B,dedate_y,numeric,"no data, see DECEAS(-2)",-2,"no data, see DECEAS",TRUE,
z990,B,de_age,numeric,"no data, see DECEAS(-2)",-2,"no data, see DECEAS",TRUE,
z990,Z,deceas,binary,-2,-2,"no data, see gbadata",TRUE,
z990,Z,deceas,binary,0,0,no,FALSE,
z990,Z,deceas,binary,1,1,yes,FALSE,
z990,Z,cdcertnr,binary,-2,-2,"no data, see deceas",TRUE,
z990,Z,cdcertnr,binary,-1,-1,missing data,TRUE,
z990,Z,cdcertnr,binary,0,0,no,FALSE,
z990,Z,cdcertnr,binary,1,1,yes,FALSE,
z990,Z,cdplace,binary,-2,-2,"no data, see deceas",TRUE,
z990,Z,cdplace,binary,-1,-1,missing data,TRUE,
z990,Z,cdplace,binary,0,0,no,FALSE,
z990,Z,cdplace,binary,1,1,yes,FALSE,
z990,Z,lasadata,binary,0,0,no,FALSE,
z990,Z,lasadata,binary,1,1,yes,FALSE,
z990,Z,gbadata,categorical,-2,-2,no records found,TRUE,
z990,Z,gbadata,categorical,-1,-1,"no records, moved abroad",TRUE,
z990,Z,gbadata,categorical,1,1,data available,FALSE,
z990,Z,de210815,binary,-2,-2,no GBA data,TRUE,
z990,Z,de210815,binary,0,0,alive at 15-8-2021,FALSE,
z990,Z,de210815,binary,1,1,deceased at 15-8-2021,FALSE,
z990,Z,followup,numeric,-2,-2,no GBA data,TRUE,
z990,Z,followup,numeric,-1,-1,no participation lasa,TRUE,
z990,Z,de_date,date,,,,,
z990,Z,dedate,date,-2,-2,"no data, see deceas",TRUE,
z990,Z,dedate_d,numeric,-2,-2,"no data, see deceas",TRUE,
z990,Z,dedate_m,numeric,-2,-2,"no data, see deceas",TRUE,
z990,Z,dedate_y,numeric,-2,-2,"no data, see deceas",TRUE,
z990,Z,de_age,numeric,-2,-2,"no data, see deceas",TRUE,
