filecode,wave,canonical_name,variable_type,value_raw,value_numeric,value_label,is_missing,conflicts
mb004,MB,sex,binary,male(1),1,male,FALSE,
mb004,Z,sex,binary,1,1,male,FALSE,
mb004,MB,sex,binary,female(2),2,female,FALSE,
mb004,Z,sex,binary,2,2,female,FALSE,
mb004,MB,byear,numeric,,,,,
mb004,Z,byear,numeric,,,,,
mb004,MB,bycohort,categorical,1948-52(10),10,1948-52,FALSE,
mb004,Z,bycohort,categorical,10,10,1948-52,FALSE,
mb004,MB,bycohort,categorical,1953-57(11),11,1953-57,FALSE,
mb004,Z,bycohort,categorical,11,11,1953-57,FALSE,
mb004,MB,migcoh,categorical,Moroccan(1),1,Moroccan,FALSE,
mb004,Z,migcoh,categorical,1,1,Moroccan,FALSE,
mb004,MB,migcoh,categorical,Turkish(2),2,Turkish,FALSE,
mb004,Z,migcoh,categorical,2,2,Turkish,FALSE,
mb004,MB,aethnic,categorical,"no answer, asked(-1)",-1,"no answer, asked",TRUE,
mb004,Z,aethnic,categorical,-1,-1,"no answer, asked",TRUE,
mb004,MB,aethnic,categorical,Dutch/Netherlands(1),1,Dutch/Netherlands,FALSE,
mb004,Z,aethnic,categorical,1,1,Dutch/Netherlands,FALSE,
mb004,MB,aethnic,categorical,Moroccan Arabic(2),2,Moroccan Arabic,FALSE,
mb004,Z,aethnic,categorical,2,2,Moroccan Arabic,FALSE,
mb004,MB,aethnic,categorical,Moroccan Berber(3),3,Moroccan Berber,FALSE,
mb004,Z,aethnic,categorical,3,3,Moroccan Berber,FALSE,
mb004,MB,aethnic,categorical,Turkish(4),4,Turkish,FALSE,
mb004,Z,aethnic,categorical,4,4,Turkish,FALSE,
mb004,MB,aethnic,categorical,Kurdish(5),5,Kurdish,FALSE,
mb004,Z,aethnic,categorical,5,5,Kurdish,FALSE,
mb004,MB,aethnic,categorical,Dutch + Moroccan(7),7,Dutch + Moroccan,FALSE,
mb004,Z,aethnic,categorical,7,7,Dutch + Moroccan,FALSE,
mb004,MB,aethnic,categorical,Dutch + Turkish(8),8,Dutch + Turkish,FALSE,
mb004,Z,aethnic,categorical,8,8,Dutch + Turkish,FALSE,
mb004,MB,aethnic,categorical,Moroccan (not specific Arabic or Berber)(9),9,Moroccan (not specific Arabic or Berber),FALSE,
mb004,Z,aethnic,categorical,9,9,Moroccan (not specific Arabic or Berber),FALSE,
mb004,MB,aethnic,categorical,Dutch + Moroccan Arabic)(10),10,Dutch + Moroccan Arabic),FALSE,
mb004,Z,aethnic,categorical,10,10,Dutch + Moroccan Arabic),FALSE,
mb004,MB,aethnic,categorical,Dutch + Moroccan Berber)(11),11,Dutch + Moroccan Berber),FALSE,
mb004,Z,aethnic,categorical,11,11,Dutch + Moroccan Berber),FALSE,
mb004,MB,aethnic,categorical,Moroccan (Arabic + Berber)(12),12,Moroccan (Arabic + Berber),FALSE,
mb004,Z,aethnic,categorical,12,12,Moroccan (Arabic + Berber),FALSE,
mb004,MB,aethnic,categorical,Dutch + Moroccan (Arabic + Berber)(13),13,Dutch + Moroccan (Arabic + Berber),FALSE,
mb004,Z,aethnic,categorical,13,13,Dutch + Moroccan (Arabic + Berber),FALSE,
mb004,MB,aethnic,categorical,Armenian(14),14,Armenian,FALSE,
mb004,Z,aethnic,categorical,14,14,Armenian,FALSE,
mb004,MB,aethnic,categorical,world citizen(15),15,world citizen,FALSE,
mb004,Z,aethnic,categorical,15,15,world citizen,FALSE,
mb004,MB,aethnic,categorical,other(16),16,other,FALSE,
mb004,Z,aethnic,categorical,16,16,other,FALSE,
mb004,MB,aeducat,ordinal,no answer(-1),-1,no answer,TRUE,
mb004,Z,aeducat,ordinal,-1,-1,no answer,TRUE,
mb004,MB,aeducat,ordinal,elementary not completed(1),1,elementary not completed,FALSE,
mb004,Z,aeducat,ordinal,1,1,elementary not completed,FALSE,
mb004,MB,aeducat,ordinal,elementary education(2),2,elementary education,FALSE,
mb004,Z,aeducat,ordinal,2,2,elementary education,FALSE,
mb004,MB,aeducat,ordinal,lower vocational education(3),3,lower vocational education,FALSE,
mb004,Z,aeducat,ordinal,3,3,lower vocational education,FALSE,
mb004,MB,aeducat,ordinal,general intermediate education(4),4,general intermediate education,FALSE,
mb004,Z,aeducat,ordinal,4,4,general intermediate education,FALSE,
mb004,MB,aeducat,ordinal,intermediate vocational education(5),5,intermediate vocational education,FALSE,
mb004,Z,aeducat,ordinal,5,5,intermediate vocational education,FALSE,
mb004,MB,aeducat,ordinal,general secondary education(6),6,general secondary education,FALSE,
mb004,Z,aeducat,ordinal,6,6,general secondary education,FALSE,
mb004,MB,aeducat,ordinal,higher vocational education(7),7,higher vocational education,FALSE,
mb004,Z,aeducat,ordinal,7,7,higher vocational education,FALSE,
mb004,MB,aeducat,ordinal,college education(8),8,college education,FALSE,
mb004,Z,aeducat,ordinal,8,8,college education,FALSE,
mb004,MB,aeducat,ordinal,university education(9),9,university education,FALSE,
mb004,Z,aeducat,ordinal,9,9,university education,FALSE,
